"Orthogroup","query","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"OG0014020","gene_09378.t1",9.71e-126,361,"2CXY2@1|root,2S4MS@2759|Eukaryota,3A3V4@33154|Opisthokonta,3P408@4751|Fungi,3QWS9@4890|Ascomycota,20IH4@147545|Eurotiomycetes,3S9WZ@5042|Eurotiales","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0014020","gene_09378.t1",0,1006,"COG0671@1|root,KOG2822@2759|Eukaryota,39RT9@33154|Opisthokonta,3NUZW@4751|Fungi,3QMWS@4890|Ascomycota,20DN1@147545|Eurotiomycetes,3S7YH@5042|Eurotiales","4751|Fungi","I","Acid phosphatase homologues","LCB3","GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006629,GO:0006643,GO:0006665,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019722,GO:0019932,GO:0023052,GO:0030148,GO:0030258,GO:0031224,GO:0031984,GO:0035556,GO:0042175,GO:0042392,GO:0042578,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046467,GO:0046839,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0098827,GO:1901564,GO:1901566,GO:1901576","-","ko:K04716,ko:K04717","ko00600,ko04071,map00600,map04071","-","R06520","RC00017","ko00000,ko00001,ko01000","-","-","-","PAP2"
"OG0014020","gene_09378.t1",4.96e-276,759,"2D4A0@1|root,2S526@2759|Eukaryota,3A6S4@33154|Opisthokonta,3P5H7@4751|Fungi,3QJB9@4890|Ascomycota,20ER9@147545|Eurotiomycetes,3S761@5042|Eurotiales","4751|Fungi","K","BZIP transcription factor (HacA)","HAC1","GO:0000003,GO:0000122,GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006950,GO:0006986,GO:0006990,GO:0007049,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010672,GO:0010674,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022414,GO:0023052,GO:0030968,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032774,GO:0033554,GO:0034620,GO:0034641,GO:0034645,GO:0034654,GO:0034976,GO:0035966,GO:0035967,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051037,GO:0051038,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051321,GO:0051716,GO:0060255,GO:0065007,GO:0070887,GO:0071310,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901522,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141","-","ko:K16230","-","-","-","-","ko00000,ko03000","-","-","-","bZIP_1,bZIP_2"
"OG0014020","gene_09378.t1",1.76e-53,167,"2C1GJ@1|root,2RNT4@2759|Eukaryota,38SGU@33154|Opisthokonta,3PU7W@4751|Fungi,3RDIY@4890|Ascomycota,20P23@147545|Eurotiomycetes,3S9R9@5042|Eurotiales","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0014020","gene_09378.t1",4.06e-74,244,"2EAZH@1|root,2SH5I@2759|Eukaryota,38CIJ@33154|Opisthokonta,3NW3R@4751|Fungi,3QPUU@4890|Ascomycota,20BBE@147545|Eurotiomycetes,3S54M@5042|Eurotiales","4751|Fungi","S","Uracil phosphoribosyltransferase","-","-","-","-","-","-","-","-","-","-","-","-","AAA_17,HAD,UPRTase"
"OG0014037","gene_06428.t1",2.62e-207,573,"2EHPF@1|root,2SNAB@2759|Eukaryota,3A4SS@33154|Opisthokonta,3P75D@4751|Fungi,3QUC4@4890|Ascomycota,20I2H@147545|Eurotiomycetes","4751|Fungi","S","methyltransferase","-","-","-","-","-","-","-","-","-","-","-","-","Methyltransf_23,Methyltransf_25,Methyltransf_31"
"OG0014037","gene_06428.t1",0,1045,"2ENJJ@1|root,2SRZH@2759|Eukaryota,3A784@33154|Opisthokonta,3P5DU@4751|Fungi,3QXSY@4890|Ascomycota,20I75@147545|Eurotiomycetes,3S9T8@5042|Eurotiales","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0014037","gene_06428.t1",2.78e-245,681,"28NNH@1|root,2R38G@2759|Eukaryota,39NSW@33154|Opisthokonta,3P007@4751|Fungi,3QKD3@4890|Ascomycota,20CHS@147545|Eurotiomycetes,3S5W4@5042|Eurotiales","4751|Fungi","S","Sel1-like repeats.","-","-","-","-","-","-","-","-","-","-","-","-","Sel1"
"OG0014037","gene_06428.t1",1.55e-199,555,"2EDCJ@1|root,2SJ12@2759|Eukaryota,3AHBS@33154|Opisthokonta,3PAV2@4751|Fungi,3QS7S@4890|Ascomycota","4751|Fungi","S","NmrA-like family","-","-","-","-","-","-","-","-","-","-","-","-","NmrA"
"OG0014064","gene_08638.t1",0,969,"COG1012@1|root,KOG2450@2759|Eukaryota,38CDB@33154|Opisthokonta,3NW4N@4751|Fungi,3QJDB@4890|Ascomycota,20BUA@147545|Eurotiomycetes,3SC9X@5042|Eurotiales","4751|Fungi","E","Belongs to the aldehyde dehydrogenase family","ALD2","GO:0001505,GO:0003674,GO:0003824,GO:0004028,GO:0004029,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006081,GO:0006082,GO:0006520,GO:0006576,GO:0006595,GO:0006598,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009308,GO:0009310,GO:0009987,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0019482,GO:0019483,GO:0019752,GO:0034641,GO:0042133,GO:0042136,GO:0042402,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576","1.2.1.5","ko:K00129","ko00010,ko00340,ko00350,ko00360,ko00410,ko00980,ko00982,ko01100,ko01110,ko01120,ko05204,map00010,map00340,map00350,map00360,map00410,map00980,map00982,map01100,map01110,map01120,map05204","-","R00711,R00904,R02536,R02537,R02695,R02697,R03300,R03302,R04882,R04883,R04888,R04889,R04891,R04892,R04996,R07104,R08282,R08283,R08307","RC00047,RC00080,RC00242,RC01735","ko00000,ko00001,ko01000","-","-","-","Aldedh"
"OG0014064","gene_08638.t1",2.76e-233,655,"KOG0118@1|root,KOG0118@2759|Eukaryota,38CF6@33154|Opisthokonta,3NW7K@4751|Fungi,3QMU9@4890|Ascomycota,20ATR@147545|Eurotiomycetes,3S32A@5042|Eurotiales","4751|Fungi","A","RNP domain protein","GBP2","GO:0000723,GO:0000956,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006996,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010494,GO:0010605,GO:0010629,GO:0015031,GO:0015833,GO:0015931,GO:0016020,GO:0016021,GO:0016043,GO:0016070,GO:0016071,GO:0016973,GO:0019222,GO:0019439,GO:0031224,GO:0031503,GO:0032200,GO:0032991,GO:0033036,GO:0034613,GO:0034641,GO:0034655,GO:0035770,GO:0036464,GO:0042162,GO:0042592,GO:0042886,GO:0043047,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043565,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0045184,GO:0046483,GO:0046700,GO:0046907,GO:0048519,GO:0050657,GO:0050658,GO:0050789,GO:0051028,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051236,GO:0051276,GO:0051641,GO:0051649,GO:0060249,GO:0060255,GO:0065007,GO:0065008,GO:0070727,GO:0071025,GO:0071027,GO:0071028,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0090304,GO:0097159,GO:0098847,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1990904","-","-","-","-","-","-","-","-","-","-","RRM_1"
"OG0014064","gene_08638.t1",7.3e-50,157,"COG1996@1|root,KOG3507@2759|Eukaryota,3A8HD@33154|Opisthokonta,3P6TW@4751|Fungi,3QYX1@4890|Ascomycota,20IWK@147545|Eurotiomycetes,3S9PS@5042|Eurotiales","4751|Fungi","K","Metallothionein-I gene transcription activator","RPC10","GO:0000428,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005665,GO:0005666,GO:0005730,GO:0005736,GO:0005737,GO:0006139,GO:0006351,GO:0006360,GO:0006366,GO:0006383,GO:0006399,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009304,GO:0009987,GO:0010467,GO:0016070,GO:0016591,GO:0018130,GO:0019438,GO:0030880,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0042797,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044452,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0055029,GO:0061695,GO:0070013,GO:0071704,GO:0090304,GO:0097659,GO:0098781,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234","-","ko:K03009","ko00230,ko00240,ko01100,ko03020,ko04623,ko05016,ko05169,map00230,map00240,map01100,map03020,map04623,map05016,map05169","M00180,M00181,M00182","R00435,R00441,R00442,R00443","RC02795","br01611,ko00000,ko00001,ko00002,ko03021,ko03400","-","-","-","DNA_RNApol_7kD"
"OG0014064","gene_08638.t1",7e-51,195,"2CXPM@1|root,2RYWV@2759|Eukaryota,39XQG@33154|Opisthokonta,3P36D@4751|Fungi","4751|Fungi","S","Heterokaryon incompatibility protein (HET)","-","-","-","-","-","-","-","-","-","-","-","-","HET"
"OG0014064","gene_08638.t1",1.2e-119,374,"COG3325@1|root,KOG2806@2759|Eukaryota,38BJK@33154|Opisthokonta,3NVAI@4751|Fungi,3QMBI@4890|Ascomycota,20AUY@147545|Eurotiomycetes,3SAAK@5042|Eurotiales","4751|Fungi","G","Belongs to the glycosyl hydrolase 18 family","-","-","3.2.1.14","ko:K01183","ko00520,ko01100,map00520,map01100","-","R01206,R02334","RC00467","ko00000,ko00001,ko01000","-","GH18","-","Chitin_bind_1,Glyco_hydro_18"
"OG0014496","gene_01284.t1",1.1e-217,599,"COG3384@1|root,2S0K5@2759|Eukaryota,391EB@33154|Opisthokonta,3NVMN@4751|Fungi,3QM1T@4890|Ascomycota,20D74@147545|Eurotiomycetes,3S7VM@5042|Eurotiales","4751|Fungi","E","aromatic ring-opening dioxygenase family protein","-","-","-","-","-","-","-","-","-","-","-","-","LigB"
"OG0014496","gene_01284.t1",7.3700000000001e-311,846,"KOG3005@1|root,KOG3005@2759|Eukaryota,39TYN@33154|Opisthokonta,3NZP6@4751|Fungi,3QPDE@4890|Ascomycota,20FZZ@147545|Eurotiomycetes,3S4I3@5042|Eurotiales","4751|Fungi","L","Catalytic subunit of the slx1-slx4 structure-specific endonuclease that resolves DNA secondary structures generated during DNA repair and recombination. Has endonuclease activity towards branched DNA substrates, introducing single-strand cuts in duplex DNA close to junctions with ss-DNA","SLX1","GO:0000228,GO:0000724,GO:0000725,GO:0000785,GO:0000790,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005730,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016787,GO:0016788,GO:0016888,GO:0016893,GO:0017108,GO:0030874,GO:0030875,GO:0031297,GO:0031974,GO:0031981,GO:0032991,GO:0033554,GO:0033557,GO:0034641,GO:0034645,GO:0043007,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043570,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044452,GO:0044454,GO:0044464,GO:0045005,GO:0045458,GO:0046483,GO:0048256,GO:0050896,GO:0051276,GO:0051716,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901576","-","ko:K15078","ko03460,map03460","-","-","-","ko00000,ko00001,ko01000,ko03400","-","-","-","FANCL_C,GIY-YIG"
"OG0014496","gene_01284.t1",0,4071,"KOG2301@1|root,KOG2301@2759|Eukaryota,38BYK@33154|Opisthokonta,3NUK8@4751|Fungi,3QMP9@4890|Ascomycota,20B8V@147545|Eurotiomycetes,3S5Q0@5042|Eurotiales","4751|Fungi","P","Calcium channel subunit Cch1","CCH1","GO:0001508,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005245,GO:0005261,GO:0005262,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0007154,GO:0007165,GO:0007204,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015085,GO:0015267,GO:0015318,GO:0016020,GO:0016021,GO:0019722,GO:0019725,GO:0019932,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022843,GO:0022857,GO:0022890,GO:0023052,GO:0030001,GO:0030003,GO:0031224,GO:0031226,GO:0034220,GO:0035556,GO:0035585,GO:0042391,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051480,GO:0051641,GO:0051649,GO:0051716,GO:0051899,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060401,GO:0060402,GO:0065007,GO:0065008,GO:0070509,GO:0070588,GO:0070838,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0086010,GO:0097553,GO:0098655,GO:0098657,GO:0098659,GO:0098660,GO:0098662,GO:0098703,GO:0098739,GO:0098771,GO:0099587,GO:1902656","-","ko:K21864","-","-","-","-","ko00000,ko02000","1.A.1.11.10,1.A.1.11.23","-","-","Ion_trans"
"OG0014496","gene_01284.t1",0,937,"2EH3S@1|root,2SMW1@2759|Eukaryota,3AK9H@33154|Opisthokonta,3PDHP@4751|Fungi,3R31W@4890|Ascomycota,20MS5@147545|Eurotiomycetes,3SC9N@5042|Eurotiales","4751|Fungi","S","Fungal specific transcription factor domain","-","-","-","-","-","-","-","-","-","-","-","-","Fungal_trans_2,Zn_clus"
"OG0014496","gene_01284.t1",2.26e-10,70.9,"2FA9F@1|root,2TBG1@2759|Eukaryota,396PP@33154|Opisthokonta,3PZAM@4751|Fungi,3RIF7@4890|Ascomycota,20PI7@147545|Eurotiomycetes,3S9YV@5042|Eurotiales","4751|Fungi","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OG0014496","gene_01284.t1",0,2784,"28Q24@1|root,2QWQU@2759|Eukaryota,3AG42@33154|Opisthokonta,3PCED@4751|Fungi,3RKWJ@4890|Ascomycota,20BUY@147545|Eurotiomycetes,3S33T@5042|Eurotiales","4751|Fungi","U","Nuclear migration protein (ApsA)","-","GO:0000001,GO:0000003,GO:0000226,GO:0000266,GO:0000280,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005886,GO:0005938,GO:0006810,GO:0006928,GO:0006996,GO:0007005,GO:0007010,GO:0007017,GO:0007018,GO:0007049,GO:0007097,GO:0007127,GO:0008092,GO:0008150,GO:0009987,GO:0010970,GO:0015631,GO:0016020,GO:0016043,GO:0019954,GO:0022402,GO:0022414,GO:0030154,GO:0030436,GO:0030473,GO:0030705,GO:0030989,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043934,GO:0044424,GO:0044444,GO:0044464,GO:0046907,GO:0048285,GO:0048308,GO:0048311,GO:0048315,GO:0048468,GO:0048856,GO:0048869,GO:0051179,GO:0051234,GO:0051321,GO:0051640,GO:0051641,GO:0051646,GO:0051647,GO:0051649,GO:0051656,GO:0061794,GO:0061982,GO:0071840,GO:0071944,GO:0072384,GO:0099111,GO:0099568,GO:0140013,GO:1903046","-","-","-","-","-","-","-","-","-","-","Mcp5_PH"
"OG0014496","gene_01284.t1",2.32e-05,49.3,"2D2E4@1|root,2SMJ2@2759|Eukaryota,3AHBK@33154|Opisthokonta,3PABG@4751|Fungi,3R13I@4890|Ascomycota,21DKZ@147550|Sordariomycetes,3TKCR@5125|Hypocreales,1FSPG@110618|Nectriaceae","4751|Fungi","B","Fungal specific transcription factor domain","-","-","-","-","-","-","-","-","-","-","-","-","Fungal_trans,Zn_clus"
"OG0014584","gene_01288.t1",0,1076,"KOG2816@1|root,KOG2816@2759|Eukaryota,39V3Z@33154|Opisthokonta,3NYNP@4751|Fungi,3QRAD@4890|Ascomycota,20B6R@147545|Eurotiomycetes,3S797@5042|Eurotiales","4751|Fungi","S","Major Facilitator Superfamily","-","GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031090,GO:0031224,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0098588,GO:0098805,GO:0098852","-","-","-","-","-","-","-","-","-","-","MFS_1"
"OG0014584","gene_01288.t1",0,2244,"COG5279@1|root,KOG4575@2759|Eukaryota,38C2T@33154|Opisthokonta,3NYBX@4751|Fungi,3QKJY@4890|Ascomycota,20C4U@147545|Eurotiomycetes,3S5EJ@5042|Eurotiales","4751|Fungi","D","SH3 domain protein (Cyk3)","-","GO:0000142,GO:0000278,GO:0000281,GO:0000910,GO:0000917,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005826,GO:0005856,GO:0005933,GO:0005935,GO:0005938,GO:0007049,GO:0008150,GO:0009987,GO:0015629,GO:0016043,GO:0022402,GO:0022607,GO:0030234,GO:0030427,GO:0030863,GO:0030864,GO:0032153,GO:0032155,GO:0032506,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044464,GO:0044697,GO:0050790,GO:0051301,GO:0061640,GO:0065007,GO:0065009,GO:0070938,GO:0071840,GO:0071944,GO:0090529,GO:0098772,GO:0099568,GO:0110085,GO:0120105,GO:1902410,GO:1903047","-","-","-","-","-","-","-","-","-","-","SH3_1,SH3_2,Transglut_core"
"OG0014584","gene_01288.t1",0,2044,"28IGP@1|root,2QQTI@2759|Eukaryota,38QT2@33154|Opisthokonta,3NZS1@4751|Fungi,3QJY4@4890|Ascomycota,20C09@147545|Eurotiomycetes,3S38P@5042|Eurotiales","4751|Fungi","S","C6 transcription factor","ARO80","GO:0000981,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006082,GO:0006355,GO:0006357,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016054,GO:0019219,GO:0019222,GO:0019439,GO:0019752,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043565,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0046395,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:0140110,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141","-","-","-","-","-","-","-","-","-","-","Zn_clus"
"OG0014619","gene_13052.t1",3.34e-121,357,"28ZU2@1|root,2R6NR@2759|Eukaryota,39KFF@33154|Opisthokonta,3NUWV@4751|Fungi,3QQK2@4890|Ascomycota,20AMV@147545|Eurotiomycetes,3S3E9@5042|Eurotiales","4751|Fungi","S","C6 transcription factor","-","-","-","-","-","-","-","-","-","-","-","-","Fungal_trans_2,Zn_clus"
"OG0014619","gene_13052.t1",1.19e-118,339,"COG0302@1|root,KOG2698@2759|Eukaryota,38CYY@33154|Opisthokonta,3NVRA@4751|Fungi,3QP0W@4890|Ascomycota,20CW4@147545|Eurotiomycetes,3S68J@5042|Eurotiales","4751|Fungi","H","GTP cyclohydrolase I","-","GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003933,GO:0003934,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006066,GO:0006082,GO:0006575,GO:0006725,GO:0006729,GO:0006732,GO:0006760,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009108,GO:0009110,GO:0009396,GO:0009987,GO:0016053,GO:0016787,GO:0016810,GO:0016814,GO:0017076,GO:0017144,GO:0018130,GO:0019001,GO:0019238,GO:0019438,GO:0019751,GO:0019752,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034311,GO:0034312,GO:0034641,GO:0035639,GO:0036094,GO:0042364,GO:0042398,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046146,GO:0046165,GO:0046173,GO:0046394,GO:0046483,GO:0046655,GO:0046656,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617","3.5.4.16","ko:K01495","ko00790,ko01100,map00790,map01100","M00126,M00841,M00842,M00843","R00428,R04639,R05046,R05048","RC00263,RC00294,RC00323,RC00945,RC01188","ko00000,ko00001,ko00002,ko01000","-","-","iMM904.YGR267C,iND750.YGR267C","GTP_cyclohydroI"
"OG0014619","gene_13052.t1",1.59e-138,401,"2EISM@1|root,2SP4N@2759|Eukaryota,3A1VK@33154|Opisthokonta,3Q1T4@4751|Fungi,3R8AS@4890|Ascomycota,21F7A@147550|Sordariomycetes,3TMV0@5125|Hypocreales","4751|Fungi","S","Domain of unknown function (DUF3425)","-","-","-","-","-","-","-","-","-","-","-","-","DUF3425"
"OG0014619","gene_13052.t1",8.12e-93,286,"COG0679@1|root,KOG2722@2759|Eukaryota,38EXJ@33154|Opisthokonta,3NUHS@4751|Fungi,3QKKD@4890|Ascomycota,20B0T@147545|Eurotiomycetes,3S504@5042|Eurotiales","4751|Fungi","S","Auxin Efflux Carrier superfamily","-","GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006810,GO:0008150,GO:0012505,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0051179,GO:0051234,GO:0055085","-","ko:K07088","-","-","-","-","ko00000","-","-","-","Mem_trans"
"OG0014620","gene_13126.t1",6.03e-31,130,"29PNZ@1|root,2RX0M@2759|Eukaryota,39ZDE@33154|Opisthokonta,3NZCE@4751|Fungi,3V3HM@5204|Basidiomycota,22BJ7@155619|Agaricomycetes","4751|Fungi","S","Putative collagen-binding domain of a collagenase","-","-","-","-","-","-","-","-","-","-","-","-","Collagen_bind_2,DUF4038"
"OG0014620","gene_13126.t1",1.99e-37,138,"COG5594@1|root,KOG1134@2759|Eukaryota,38BVW@33154|Opisthokonta,3Q139@4751|Fungi,3RGQR@4890|Ascomycota,20M1K@147545|Eurotiomycetes,3SB8T@5042|Eurotiales","4751|Fungi","S","Late exocytosis, associated with Golgi transport","-","-","-","-","-","-","-","-","-","-","-","-","RSN1_7TM,RSN1_TM"
