GENE_ID,GO_IDs
gene_12637,"GO:0000166,GO:0000244,GO:0000349,GO:0000375,GO:0000377,GO:0000387,GO:0000388,GO:0000393,GO:0000398,GO:0000974,GO:0001672,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005682,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0010847,GO:0016043,GO:0016070,GO:0016071,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017069,GO:0017076,GO:0017111,GO:0019001,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0030623,GO:0031445,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033043,GO:0033044,GO:0034622,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044087,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0046540,GO:0050789,GO:0050794,GO:0051128,GO:0065003,GO:0065007,GO:0071014,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:0097367,GO:0097525,GO:0097526,GO:0120114,GO:1901265,GO:1901360,GO:1901363,GO:1902275,GO:1902802,GO:1990904"
gene_06302,"GO:0000166,GO:0000228,GO:0000785,GO:0000790,GO:0001932,GO:0001933,GO:0002831,GO:0002832,GO:0003674,GO:0004857,GO:0004860,GO:0004862,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005886,GO:0005952,GO:0006469,GO:0006950,GO:0007154,GO:0008104,GO:0008150,GO:0008277,GO:0008603,GO:0009266,GO:0009267,GO:0009408,GO:0009605,GO:0009607,GO:0009628,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0009991,GO:0010563,GO:0010570,GO:0010605,GO:0010646,GO:0010648,GO:0016020,GO:0017076,GO:0019207,GO:0019210,GO:0019220,GO:0019222,GO:0019887,GO:0023051,GO:0023057,GO:0030234,GO:0030291,GO:0030447,GO:0030551,GO:0030552,GO:0030554,GO:0031279,GO:0031281,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0031667,GO:0031668,GO:0031669,GO:0031974,GO:0031981,GO:0032101,GO:0032102,GO:0032104,GO:0032105,GO:0032107,GO:0032108,GO:0032268,GO:0032269,GO:0032386,GO:0032388,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0032880,GO:0032991,GO:0033036,GO:0033157,GO:0033554,GO:0033673,GO:0034605,GO:0034613,GO:0036094,GO:0036170,GO:0036180,GO:0040007,GO:0040008,GO:0042325,GO:0042326,GO:0042594,GO:0043085,GO:0043086,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043549,GO:0043949,GO:0043951,GO:0044092,GO:0044093,GO:0044182,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045744,GO:0045761,GO:0045762,GO:0045786,GO:0045859,GO:0045926,GO:0045936,GO:0046578,GO:0046580,GO:0046822,GO:0046824,GO:0046825,GO:0046827,GO:0048518,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051056,GO:0051058,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051222,GO:0051223,GO:0051246,GO:0051248,GO:0051338,GO:0051339,GO:0051348,GO:0051349,GO:0051445,GO:0051447,GO:0051641,GO:0051716,GO:0051726,GO:0060255,GO:0060258,GO:0060341,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070727,GO:0071496,GO:0071900,GO:0071901,GO:0071944,GO:0080090,GO:0080134,GO:0090087,GO:0090316,GO:0097159,GO:0097271,GO:0097367,GO:0098772,GO:0106070,GO:0106072,GO:0110033,GO:0110034,GO:1900428,GO:1900429,GO:1900434,GO:1900435,GO:1900443,GO:1900444,GO:1901265,GO:1901363,GO:1902531,GO:1902532,GO:1902659,GO:1902660,GO:1903827,GO:1903829,GO:1904951,GO:2000241,GO:2000242,GO:2000479,GO:2000480"
gene_00471,"GO:0000166,GO:0000228,GO:0000785,GO:0000790,GO:0000812,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0005198,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005829,GO:0006325,GO:0006338,GO:0006355,GO:0006357,GO:0006996,GO:0008026,GO:0008094,GO:0008144,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0030554,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032392,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034728,GO:0035639,GO:0036094,GO:0042623,GO:0043044,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043486,GO:0043933,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051276,GO:0060255,GO:0065007,GO:0070013,GO:0070035,GO:0070603,GO:0071103,GO:0071824,GO:0071840,GO:0080090,GO:0097159,GO:0097346,GO:0097367,GO:0140097,GO:1900239,GO:1900545,GO:1901265,GO:1901363,GO:1902494,GO:1903506,GO:1904949,GO:2000112,GO:2001141"
gene_11886,"GO:0000166,GO:0000228,GO:0000726,GO:0000785,GO:0000790,GO:0001302,GO:0003674,GO:0003824,GO:0003909,GO:0003910,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005730,GO:0005737,GO:0006139,GO:0006259,GO:0006266,GO:0006281,GO:0006289,GO:0006297,GO:0006302,GO:0006303,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007568,GO:0007569,GO:0008144,GO:0008150,GO:0008152,GO:0009405,GO:0009987,GO:0016874,GO:0016886,GO:0017076,GO:0030447,GO:0030554,GO:0031974,GO:0031981,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032807,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044182,GO:0044237,GO:0044238,GO:0044260,GO:0044419,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0048869,GO:0050896,GO:0051103,GO:0051704,GO:0051716,GO:0070013,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363"
gene_07107,"GO:0000166,GO:0000228,GO:0000322,GO:0000323,GO:0000324,GO:0000785,GO:0000790,GO:0001403,GO:0001678,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004690,GO:0004691,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005773,GO:0005829,GO:0005952,GO:0006355,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007005,GO:0007154,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007189,GO:0007264,GO:0007265,GO:0007584,GO:0008144,GO:0008150,GO:0008152,GO:0009605,GO:0009743,GO:0009746,GO:0009749,GO:0009756,GO:0009757,GO:0009889,GO:0009890,GO:0009892,GO:0009894,GO:0009987,GO:0009991,GO:0010033,GO:0010182,GO:0010255,GO:0010468,GO:0010506,GO:0010515,GO:0010556,GO:0010558,GO:0010605,GO:0010619,GO:0010629,GO:0010737,GO:0016043,GO:0016241,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019219,GO:0019222,GO:0019538,GO:0019725,GO:0019932,GO:0019933,GO:0019935,GO:0023052,GO:0030447,GO:0030554,GO:0031135,GO:0031137,GO:0031138,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031329,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031974,GO:0031981,GO:0032386,GO:0032388,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0032880,GO:0032991,GO:0033157,GO:0033500,GO:0034284,GO:0035556,GO:0035639,GO:0036094,GO:0036211,GO:0036267,GO:0040007,GO:0042221,GO:0042592,GO:0042593,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043457,GO:0043467,GO:0043900,GO:0043901,GO:0044182,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0045013,GO:0045014,GO:0045786,GO:0045892,GO:0045934,GO:0045990,GO:0046015,GO:0046822,GO:0046824,GO:0046825,GO:0046827,GO:0046999,GO:0048518,GO:0048519,GO:0048523,GO:0048878,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051171,GO:0051172,GO:0051222,GO:0051223,GO:0051252,GO:0051253,GO:0051445,GO:0051447,GO:0051716,GO:0051726,GO:0055082,GO:0060255,GO:0060341,GO:0061984,GO:0061985,GO:0061986,GO:0065007,GO:0065008,GO:0070013,GO:0070201,GO:0070783,GO:0070887,GO:0071310,GO:0071322,GO:0071326,GO:0071331,GO:0071333,GO:0071496,GO:0071704,GO:0071840,GO:0080090,GO:0090087,GO:0090316,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901700,GO:1901701,GO:1902679,GO:1903506,GO:1903507,GO:1903715,GO:1903759,GO:1903827,GO:1903829,GO:1904951,GO:2000112,GO:2000113,GO:2000241,GO:2000242,GO:2001141"
gene_10091,"GO:0000166,GO:0000228,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0000785,GO:0000790,GO:0001101,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005764,GO:0005768,GO:0005770,GO:0005773,GO:0005774,GO:0006355,GO:0006357,GO:0006914,GO:0006950,GO:0006995,GO:0007154,GO:0007165,GO:0007264,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009267,GO:0009605,GO:0009719,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010008,GO:0010033,GO:0010243,GO:0010468,GO:0010506,GO:0010507,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010648,GO:0012505,GO:0016020,GO:0016021,GO:0016237,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019219,GO:0019222,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0031090,GO:0031224,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031329,GO:0031330,GO:0031410,GO:0031667,GO:0031668,GO:0031669,GO:0031902,GO:0031974,GO:0031981,GO:0031982,GO:0032006,GO:0032007,GO:0032008,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0034448,GO:0034613,GO:0035556,GO:0035639,GO:0036094,GO:0042221,GO:0042594,GO:0043085,GO:0043087,GO:0043167,GO:0043168,GO:0043200,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043547,GO:0043562,GO:0044093,GO:0044237,GO:0044248,GO:0044422,GO:0044424,GO:0044425,GO:0044427,GO:0044428,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051252,GO:0051254,GO:0051336,GO:0051345,GO:0051641,GO:0051716,GO:0060255,GO:0061919,GO:0065007,GO:0065009,GO:0070013,GO:0070727,GO:0070887,GO:0071229,GO:0071230,GO:0071310,GO:0071417,GO:0071495,GO:0071496,GO:0072657,GO:0072665,GO:0080090,GO:0097159,GO:0097367,GO:0097708,GO:0098588,GO:0098796,GO:0098805,GO:0098852,GO:1901265,GO:1901363,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902531,GO:1902532,GO:1902533,GO:1902680,GO:1903432,GO:1903506,GO:1903508,GO:1903778,GO:1904262,GO:1904263,GO:1990131,GO:2000112,GO:2001141"
gene_06072,"GO:0000166,GO:0000228,GO:0000278,GO:0000785,GO:0000790,GO:0000819,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005663,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006272,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022402,GO:0022616,GO:0030554,GO:0030894,GO:0031389,GO:0031390,GO:0031391,GO:0031974,GO:0031981,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0032993,GO:0033260,GO:0033554,GO:0034641,GO:0034644,GO:0034645,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043596,GO:0043599,GO:0043601,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0044786,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0061860,GO:0070013,GO:0070914,GO:0071214,GO:0071478,GO:0071482,GO:0071704,GO:0071840,GO:0090304,GO:0090618,GO:0097159,GO:0097367,GO:0098813,GO:0104004,GO:1901265,GO:1901360,GO:1901363,GO:1901576,GO:1902296,GO:1902319,GO:1902494,GO:1902969,GO:1902983,GO:1903047,GO:1903460,GO:1904949"
gene_07209,"GO:0000166,GO:0000228,GO:0000278,GO:0000785,GO:0000790,GO:0000808,GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005656,GO:0005657,GO:0005664,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006265,GO:0006267,GO:0006270,GO:0006325,GO:0006342,GO:0006355,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0022402,GO:0022607,GO:0030466,GO:0030554,GO:0031261,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0032993,GO:0033260,GO:0034622,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0036387,GO:0036388,GO:0040029,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043388,GO:0043565,GO:0043596,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044786,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051098,GO:0051099,GO:0051101,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0065003,GO:0065004,GO:0065007,GO:0065009,GO:0070013,GO:0071103,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901576,GO:1902292,GO:1902299,GO:1902315,GO:1902595,GO:1902597,GO:1902679,GO:1902969,GO:1902975,GO:1903047,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141"
gene_05179,"GO:0000166,GO:0000228,GO:0000278,GO:0000724,GO:0000725,GO:0000727,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003688,GO:0003690,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005656,GO:0005657,GO:0005694,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006267,GO:0006268,GO:0006270,GO:0006271,GO:0006281,GO:0006302,GO:0006310,GO:0006325,GO:0006342,GO:0006348,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0022402,GO:0022607,GO:0022616,GO:0030466,GO:0030554,GO:0031261,GO:0031298,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032392,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0032993,GO:0033260,GO:0033554,GO:0034622,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0036387,GO:0036388,GO:0040029,GO:0042555,GO:0042623,GO:0043142,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0043596,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044786,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051716,GO:0060255,GO:0065003,GO:0065004,GO:0065007,GO:0070013,GO:0071103,GO:0071162,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:0097373,GO:1901265,GO:1901360,GO:1901363,GO:1901576,GO:1902292,GO:1902299,GO:1902315,GO:1902679,GO:1902969,GO:1902975,GO:1903047,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141"
gene_06197,"GO:0000166,GO:0000226,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005933,GO:0006996,GO:0007010,GO:0007017,GO:0007154,GO:0007163,GO:0007165,GO:0007264,GO:0008150,GO:0008360,GO:0009987,GO:0010590,GO:0010638,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0017157,GO:0019001,GO:0022603,GO:0022604,GO:0023052,GO:0030029,GO:0030036,GO:0030950,GO:0030952,GO:0032153,GO:0032231,GO:0032233,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032879,GO:0032956,GO:0032970,GO:0033043,GO:0035556,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044087,GO:0044089,GO:0044424,GO:0044444,GO:0044464,GO:0045921,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051302,GO:0051493,GO:0051495,GO:0051716,GO:0060627,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0071963,GO:0090337,GO:0090338,GO:0097159,GO:0097367,GO:0110053,GO:1901265,GO:1901363,GO:1902903,GO:1902905,GO:1903530,GO:1903532"
gene_09216,"GO:0000166,GO:0000226,GO:0001578,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005856,GO:0005938,GO:0005940,GO:0006996,GO:0007010,GO:0007017,GO:0008144,GO:0008150,GO:0008568,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030427,GO:0030554,GO:0031097,GO:0032153,GO:0032155,GO:0032156,GO:0032161,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0035838,GO:0035840,GO:0035841,GO:0036094,GO:0036391,GO:0042623,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044464,GO:0051013,GO:0051286,GO:0071840,GO:0071944,GO:0097159,GO:0097367,GO:0099568,GO:0099738,GO:0140096,GO:1901265,GO:1901363"
gene_00436,"GO:0000166,GO:0000221,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006812,GO:0006873,GO:0006885,GO:0007035,GO:0008144,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015988,GO:0015991,GO:0016020,GO:0016462,GO:0016469,GO:0016471,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019725,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030003,GO:0030004,GO:0030554,GO:0030641,GO:0031090,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033176,GO:0033178,GO:0033180,GO:0034220,GO:0035639,GO:0036094,GO:0036442,GO:0042592,GO:0042623,GO:0042625,GO:0042626,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044769,GO:0045851,GO:0046961,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0051452,GO:0051453,GO:0055067,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0090662,GO:0097159,GO:0097367,GO:0098588,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0098796,GO:0098805,GO:0098852,GO:0099131,GO:0099132,GO:1901265,GO:1901363,GO:1902600"
gene_01773,"GO:0000166,GO:0000221,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005829,GO:0005886,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006873,GO:0006885,GO:0006897,GO:0006950,GO:0006979,GO:0007035,GO:0008144,GO:0008150,GO:0008152,GO:0008324,GO:0009405,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015988,GO:0015991,GO:0016020,GO:0016192,GO:0016462,GO:0016469,GO:0016471,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0019725,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030003,GO:0030004,GO:0030554,GO:0030641,GO:0031090,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033176,GO:0033178,GO:0033180,GO:0033554,GO:0034220,GO:0034599,GO:0035639,GO:0036094,GO:0036442,GO:0042221,GO:0042592,GO:0042623,GO:0042625,GO:0042626,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044769,GO:0045851,GO:0046961,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051452,GO:0051453,GO:0051704,GO:0051716,GO:0055067,GO:0055080,GO:0055081,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0070887,GO:0071704,GO:0071944,GO:0080144,GO:0090463,GO:0090464,GO:0090465,GO:0090662,GO:0097159,GO:0097367,GO:0098588,GO:0098655,GO:0098657,GO:0098660,GO:0098662,GO:0098771,GO:0098796,GO:0098805,GO:0098852,GO:0099131,GO:0099132,GO:1901265,GO:1901363,GO:1901564,GO:1902600"
