Orthogroup,query,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,blast hits,best hit (e-value|query coverage|percent identity),interproscan result,found,fpkm
OG0011962,gene_02652.t1,0,2556,"COG0513@1|root,KOG1258@1|root,KOG0333@2759|Eukaryota,KOG1258@2759|Eukaryota,38BAJ@33154|Opisthokonta,3NW7E@4751|Fungi,3QKEX@4890|Ascomycota,20B9R@147545|Eurotiomycetes,3S4I7@5042|Eurotiales",4751|Fungi,A,"ATP-dependent RNA helicase involved in mRNA splicing. May destabilize the U1 5'-splice site duplex to permit an effective competition for the 5'-splice site by the U6 snRNA, resulting in the switch between U1 and U6 at the 5'-splice site. May also act to unwind the U4 U6 base-pairing interaction in the U4 U6 U5 snRNP, facilitating the first covalent step of splicing (By similarity)",PRP28,"GO:0000245,GO:0000354,GO:0000375,GO:0000377,GO:0000384,GO:0000395,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005682,GO:0005730,GO:0005737,GO:0006139,GO:0006376,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0008380,GO:0009987,GO:0010467,GO:0010501,GO:0016043,GO:0016070,GO:0016071,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0031974,GO:0031981,GO:0032991,GO:0034622,GO:0034641,GO:0042623,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0065003,GO:0070013,GO:0070035,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:0140098,GO:1901360,GO:1901363,GO:1902494,GO:1990904",3.6.4.13,ko:K12858,"ko03040,map03040",M00354,-,-,"ko00000,ko00001,ko00002,ko01000,ko03041",-,-,-,"DEAD,Helicase_C",,,,,
OG0012689,gene_02844.t1,0,1684,"2D9AF@1|root,2TDMC@2759|Eukaryota,3AR46@33154|Opisthokonta,3PFZ0@4751|Fungi,3R4NJ@4890|Ascomycota,20NRF@147545|Eurotiomycetes",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0012897,gene_03124.t1,0,1467,"COG5599@1|root,KOG0789@2759|Eukaryota,3AGYB@33154|Opisthokonta,3NW1A@4751|Fungi,3QN7D@4890|Ascomycota,20D2P@147545|Eurotiomycetes,3S6J3@5042|Eurotiales",4751|Fungi,T,Protein tyrosine phosphatase (Pyp1),Ptp2,"GO:0000003,GO:0000173,GO:0000188,GO:0000746,GO:0000747,GO:0001932,GO:0001933,GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006464,GO:0006469,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0007231,GO:0007346,GO:0007584,GO:0008150,GO:0008152,GO:0009605,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0009991,GO:0010389,GO:0010468,GO:0010556,GO:0010558,GO:0010563,GO:0010564,GO:0010605,GO:0010629,GO:0010646,GO:0010648,GO:0010948,GO:0010972,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019953,GO:0022414,GO:0023051,GO:0023052,GO:0023057,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031399,GO:0031400,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032268,GO:0032269,GO:0032872,GO:0032873,GO:0032879,GO:0032880,GO:0033549,GO:0033550,GO:0033554,GO:0033673,GO:0035335,GO:0036211,GO:0042221,GO:0042325,GO:0042326,GO:0042578,GO:0043086,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043405,GO:0043407,GO:0043408,GO:0043409,GO:0043412,GO:0043549,GO:0043937,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0044703,GO:0044764,GO:0045013,GO:0045014,GO:0045786,GO:0045859,GO:0045892,GO:0045930,GO:0045934,GO:0045936,GO:0045990,GO:0046015,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051338,GO:0051348,GO:0051704,GO:0051716,GO:0051726,GO:0060255,GO:0061984,GO:0061985,GO:0061986,GO:0065007,GO:0065009,GO:0070302,GO:0070303,GO:0070887,GO:0071214,GO:0071470,GO:0071496,GO:0071511,GO:0071704,GO:0071900,GO:0071901,GO:0080090,GO:0080134,GO:0080135,GO:0104004,GO:0140096,GO:1901564,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902531,GO:1902532,GO:1902679,GO:1902749,GO:1902750,GO:1903506,GO:1903507,GO:1990264,GO:2000112,GO:2000113,GO:2001141",3.1.3.48,"ko:K01104,ko:K19806","ko04011,map04011",-,-,-,"ko00000,ko00001,ko01000,ko01009",-,-,-,"Rhodanese,Y_phosphatase",,,,,
OG0015114,gene_03147.t1,1.03E-240,661,"COG1587@1|root,KOG4132@2759|Eukaryota,38GCF@33154|Opisthokonta,3P1VK@4751|Fungi,3QUA3@4890|Ascomycota,20BK2@147545|Eurotiomycetes,3SDWN@5042|Eurotiales",4751|Fungi,H,Uroporphyrinogen-III synthase HemD,HEM4,"GO:0003674,GO:0003824,GO:0004852,GO:0006082,GO:0006725,GO:0006778,GO:0006779,GO:0006780,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0019752,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043436,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046148,GO:0046394,GO:0046483,GO:0046502,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.2.1.75,ko:K01719,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R03165,RC01861,"ko00000,ko00001,ko00002,ko01000",-,-,"iMM904.YOR278W,iND750.YOR278W",HEM4,,,,,
OG0012697,gene_03189.t1,0,1260,"2D1PW@1|root,2SITX@2759|Eukaryota,39KX5@33154|Opisthokonta,3P1A8@4751|Fungi,3QSU5@4890|Ascomycota,20F3R@147545|Eurotiomycetes,3S8QM@5042|Eurotiales",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Zn_clus,,,,,
OG0013949,gene_03295.t1,0,1055,"COG0441@1|root,KOG1637@2759|Eukaryota,398F0@33154|Opisthokonta,3NWTH@4751|Fungi,3QMX0@4890|Ascomycota,20B2D@147545|Eurotiomycetes,3S7CW@5042|Eurotiales",4751|Fungi,J,threonyl-tRNA synthetase,MST1,"GO:0000166,GO:0000959,GO:0003674,GO:0003824,GO:0004812,GO:0004829,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006435,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032543,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070127,GO:0070159,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140053,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.1.1.3,ko:K01868,"ko00970,map00970","M00359,M00360",R03663,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,"HGTP_anticodon,tRNA-synt_2b",,,,,
OG0015447,gene_03350.t1,0,1077,"2CNP2@1|root,2QXAC@2759|Eukaryota,38DBP@33154|Opisthokonta,3NWG3@4751|Fungi,3QJFU@4890|Ascomycota,20F2G@147545|Eurotiomycetes",4751|Fungi,S,domain-containing protein,-,-,-,-,-,-,-,-,-,-,-,-,SET,,,,,
OG0016341,gene_03372.t1,0,1185,"KOG1101@1|root,KOG1101@2759|Eukaryota,38BNS@33154|Opisthokonta,3NXWP@4751|Fungi,3QP1D@4890|Ascomycota,20CTU@147545|Eurotiomycetes,3S3MT@5042|Eurotiales",4751|Fungi,D,Chromosome segregation protein BIR1,-,"GO:0000022,GO:0000070,GO:0000075,GO:0000226,GO:0000228,GO:0000278,GO:0000280,GO:0000775,GO:0000776,GO:0000777,GO:0000778,GO:0000779,GO:0000780,GO:0000785,GO:0000790,GO:0000792,GO:0000793,GO:0000794,GO:0000819,GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005720,GO:0005721,GO:0005737,GO:0005739,GO:0005819,GO:0005856,GO:0005874,GO:0005875,GO:0006323,GO:0006464,GO:0006807,GO:0006915,GO:0006996,GO:0006997,GO:0007000,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007059,GO:0007076,GO:0007088,GO:0007093,GO:0007094,GO:0007346,GO:0008104,GO:0008150,GO:0008152,GO:0008219,GO:0008608,GO:0009966,GO:0009987,GO:0010564,GO:0010639,GO:0010646,GO:0010948,GO:0010965,GO:0012501,GO:0015630,GO:0016043,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0022402,GO:0022607,GO:0023051,GO:0030071,GO:0030261,GO:0031134,GO:0031577,GO:0031618,GO:0031974,GO:0031981,GO:0032133,GO:0032446,GO:0032465,GO:0032991,GO:0033036,GO:0033043,GO:0033044,GO:0033045,GO:0033046,GO:0033047,GO:0033048,GO:0033365,GO:0034501,GO:0034502,GO:0034503,GO:0034613,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0045786,GO:0045839,GO:0045841,GO:0045930,GO:0048285,GO:0048519,GO:0048523,GO:0048583,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051179,GO:0051225,GO:0051231,GO:0051233,GO:0051276,GO:0051302,GO:0051641,GO:0051726,GO:0051783,GO:0051784,GO:0051983,GO:0051985,GO:0065007,GO:0070013,GO:0070647,GO:0070727,GO:0070925,GO:0071103,GO:0071173,GO:0071174,GO:0071459,GO:0071704,GO:0071840,GO:0072686,GO:0090307,GO:0098687,GO:0098813,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0140014,GO:0140096,GO:1901564,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902099,GO:1902100,GO:1902412,GO:1902850,GO:1903047,GO:1905818,GO:1905819,GO:1990023,GO:2000816,GO:2001251",-,-,-,-,-,-,-,-,-,-,"AT_hook,BIR",,,,,
OG0016341,gene_03373.t1,0,1226,"2CY7F@1|root,2S2JA@2759|Eukaryota,39K1K@33154|Opisthokonta,3Q4EC@4751|Fungi,3RMKZ@4890|Ascomycota,20U2K@147545|Eurotiomycetes,3SE1N@5042|Eurotiales",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cytochrom_B561,Nnf1",,,,,
OG0013619,gene_03514.t1,0,1568,"COG0123@1|root,KOG1343@2759|Eukaryota,38BSE@33154|Opisthokonta,3NTWF@4751|Fungi,3QJG7@4890|Ascomycota,20DCB@147545|Eurotiomycetes,3S47J@5042|Eurotiales",4751|Fungi,B,histone deacetylase,HDA1,"GO:0000118,GO:0000122,GO:0000183,GO:0000228,GO:0000775,GO:0000781,GO:0000785,GO:0000790,GO:0000792,GO:0001300,GO:0001301,GO:0001302,GO:0001304,GO:0001308,GO:0002831,GO:0002833,GO:0003674,GO:0003682,GO:0003824,GO:0004407,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005720,GO:0005721,GO:0005730,GO:0006323,GO:0006325,GO:0006333,GO:0006342,GO:0006344,GO:0006348,GO:0006355,GO:0006357,GO:0006464,GO:0006476,GO:0006807,GO:0006950,GO:0006996,GO:0007154,GO:0007568,GO:0007569,GO:0008104,GO:0008150,GO:0008152,GO:0009267,GO:0009268,GO:0009605,GO:0009607,GO:0009628,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0009991,GO:0010446,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010570,GO:0010604,GO:0010605,GO:0010621,GO:0010628,GO:0010629,GO:0010639,GO:0010978,GO:0016043,GO:0016458,GO:0016569,GO:0016570,GO:0016575,GO:0016584,GO:0016787,GO:0016810,GO:0016811,GO:0017053,GO:0019213,GO:0019219,GO:0019222,GO:0019538,GO:0022607,GO:0030447,GO:0030466,GO:0030702,GO:0030874,GO:0031047,GO:0031078,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031497,GO:0031618,GO:0031667,GO:0031668,GO:0031669,GO:0031934,GO:0031935,GO:0031936,GO:0031938,GO:0031974,GO:0031981,GO:0032101,GO:0032103,GO:0032104,GO:0032106,GO:0032107,GO:0032109,GO:0032204,GO:0032205,GO:0032210,GO:0032211,GO:0032502,GO:0032991,GO:0033036,GO:0033043,GO:0033044,GO:0033553,GO:0033554,GO:0033558,GO:0034613,GO:0034728,GO:0035391,GO:0035601,GO:0036166,GO:0036170,GO:0036177,GO:0036180,GO:0036211,GO:0040007,GO:0040008,GO:0040029,GO:0042594,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043933,GO:0044085,GO:0044182,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044452,GO:0044454,GO:0044464,GO:0045814,GO:0045815,GO:0045892,GO:0045893,GO:0045927,GO:0045934,GO:0045935,GO:0045944,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051641,GO:0051716,GO:0060255,GO:0060968,GO:0060969,GO:0065007,GO:0065008,GO:0070013,GO:0070727,GO:0070823,GO:0070824,GO:0070932,GO:0071103,GO:0071214,GO:0071467,GO:0071469,GO:0071496,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0080134,GO:0090033,GO:0090568,GO:0098687,GO:0098732,GO:0104004,GO:0140096,GO:1900239,GO:1900428,GO:1900430,GO:1900434,GO:1900436,GO:1900443,GO:1900445,GO:1900741,GO:1900743,GO:1901564,GO:1902275,GO:1902494,GO:1902496,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1904356,GO:1904357,GO:1905268,GO:1990421,GO:1990707,GO:2000112,GO:2000113,GO:2000278,GO:2000279,GO:2001141,GO:2001251",3.5.1.98,ko:K11407,"ko05034,ko05165,ko05203,map05034,map05165,map05203",-,-,-,"ko00000,ko00001,ko01000,ko01009,ko03019,ko03036,ko04131",-,-,-,"Arb2,Hist_deacetyl",,,,,
OG0013979,gene_03698.t1,0,1649,"2E1TM@1|root,2S93S@2759|Eukaryota,38M4P@33154|Opisthokonta,3NU97@4751|Fungi,3QPCY@4890|Ascomycota,20DVM@147545|Eurotiomycetes,3S436@5042|Eurotiales",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0014801,gene_03827.t1,0,1293,"2CXQM@1|root,2RZ2S@2759|Eukaryota,39S0B@33154|Opisthokonta,3P0MY@4751|Fungi,3QQW4@4890|Ascomycota,20EPN@147545|Eurotiomycetes,3S3SP@5042|Eurotiales",4751|Fungi,K,Fungal specific transcription factor domain,-,-,-,-,-,-,-,-,-,-,-,-,"Fungal_trans,Zn_clus",,,,,
OG0015464,gene_03844.t1,0,1062,"COG2272@1|root,KOG1516@2759|Eukaryota,39K58@33154|Opisthokonta,3Q4I3@4751|Fungi,3RMRM@4890|Ascomycota,20U7V@147545|Eurotiomycetes",2759|Eukaryota,I,Carboxylesterase family,-,-,"3.1.1.1,3.1.1.56,3.1.1.84",ko:K03927,"ko00983,map00983",-,"R08220,R08255,R08258","RC00041,RC00475,RC00476,RC02264","ko00000,ko00001,ko01000",-,CE10,-,COesterase,,,,,
OG0011493,gene_04025.t1,2.75E-221,618,"29878@1|root,2RF7U@2759|Eukaryota,3AG0X@33154|Opisthokonta,3PBMB@4751|Fungi,3R1EN@4890|Ascomycota,20GN3@147545|Eurotiomycetes,3SC6C@5042|Eurotiales",4751|Fungi,S,Fungal specific transcription factor domain,-,-,-,-,-,-,-,-,-,-,-,-,"Fungal_trans_2,Zn_clus",,,,,
OG0015811,gene_04087.t1,0,1670,"COG0666@1|root,KOG0504@2759|Eukaryota,39YNX@33154|Opisthokonta,3P0DM@4751|Fungi,3QV70@4890|Ascomycota,20U5J@147545|Eurotiomycetes,3SE7X@5042|Eurotiales",4751|Fungi,S,N-terminal domain of NWD NACHT-NTPase,-,-,-,ko:K21440,-,-,-,-,"ko00000,ko04131",-,-,-,"Ank,Ank_2,Ank_3,Ank_4,NACHT,NACHT_N",,,,,
OG0012788,gene_04234.t1,0,2882,"2CBFJ@1|root,2SKP4@2759|Eukaryota,3A5SZ@33154|Opisthokonta,3P6CA@4751|Fungi,3QY90@4890|Ascomycota,20M7S@147545|Eurotiomycetes,3S7QJ@5042|Eurotiales",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
OG0015329,gene_04244.t1,0,1382,"COG0367@1|root,KOG0571@2759|Eukaryota,39W47@33154|Opisthokonta,3NU53@4751|Fungi,3QN3M@4890|Ascomycota,20BQT@147545|Eurotiomycetes,3SC87@5042|Eurotiales",4751|Fungi,E,Asparagine synthetase,-,-,6.3.5.4,ko:K01953,"ko00250,ko01100,ko01110,map00250,map01100,map01110",-,R00578,RC00010,"ko00000,ko00001,ko01000,ko01002",-,-,-,"Asn_synthase,GATase_6,GATase_7",,,,,
OG0012271,gene_04461.t1,1.13E-294,808,"KOG2428@1|root,KOG2428@2759|Eukaryota,38GZW@33154|Opisthokonta,3NY6S@4751|Fungi,3QPWR@4890|Ascomycota,20F2U@147545|Eurotiomycetes,3S4QF@5042|Eurotiales",4751|Fungi,S,Leo1-like protein,-,-,-,ko:K15177,-,-,-,-,"ko00000,ko03021",-,-,-,Leo1,,,,,
OG0012488,gene_04554.t1,0,1723,"2CXNI@1|root,2RYQD@2759|Eukaryota,3A277@33154|Opisthokonta,3P2ZB@4751|Fungi,3QU8M@4890|Ascomycota,20ET4@147545|Eurotiomycetes,3S2RT@5042|Eurotiales",4751|Fungi,K,anatomical structure formation involved in morphogenesis,vosA,"GO:0000003,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009653,GO:0009987,GO:0016051,GO:0019954,GO:0030154,GO:0030435,GO:0030436,GO:0032502,GO:0034637,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043934,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044464,GO:0046351,GO:0048315,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0061794,GO:0071704,GO:1901576",-,-,-,-,-,-,-,-,-,-,Velvet,,,,,
OG0012967,gene_04987.t1,0,5338,"COG1020@1|root,KOG1178@2759|Eukaryota,38HAR@33154|Opisthokonta,3NWBA@4751|Fungi,3QME2@4890|Ascomycota,20KYD@147545|Eurotiomycetes,3SBY5@5042|Eurotiales",4751|Fungi,Q,Condensation domain,-,-,-,-,-,-,-,-,-,-,-,-,"AMP-binding,Condensation,PP-binding",,,,,
OG0014878,gene_05017.t1,0,1914,"KOG1989@1|root,KOG1989@2759|Eukaryota,38GVM@33154|Opisthokonta,3NW5N@4751|Fungi,3QKE3@4890|Ascomycota,20AW9@147545|Eurotiomycetes,3S5CV@5042|Eurotiales",4751|Fungi,T,Serine threonine protein kinase,AKL1,"GO:0000147,GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005628,GO:0005737,GO:0005856,GO:0005933,GO:0005935,GO:0005937,GO:0005938,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007010,GO:0007015,GO:0007154,GO:0007165,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0015629,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0022607,GO:0023052,GO:0030029,GO:0030036,GO:0030100,GO:0030427,GO:0030479,GO:0030554,GO:0030863,GO:0030864,GO:0030865,GO:0030866,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0035639,GO:0036094,GO:0036211,GO:0042763,GO:0042764,GO:0042995,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043332,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044396,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044463,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051128,GO:0051286,GO:0051716,GO:0060627,GO:0061645,GO:0065007,GO:0071704,GO:0071840,GO:0071944,GO:0097159,GO:0097367,GO:0097435,GO:0099568,GO:0120025,GO:0120038,GO:0140096,GO:1901265,GO:1901363,GO:1901564",2.7.11.1,"ko:K08286,ko:K08853",-,-,-,-,"ko00000,ko01000,ko01001,ko04131",-,-,-,Pkinase,,,,,
OG0015394,gene_05130.t1,0,1042,"2A19J@1|root,2RY09@2759|Eukaryota,39X92@33154|Opisthokonta,3P19R@4751|Fungi,3QQZ6@4890|Ascomycota,20FSS@147545|Eurotiomycetes,3S74H@5042|Eurotiales",4751|Fungi,E,NDT80 PhoG like DNA-binding family protein,-,-,-,ko:K12769,"ko04113,map04113",-,-,-,"ko00000,ko00001,ko03000",-,-,-,NDT80_PhoG,,,,,
OG0013099,gene_05161.t1,4.48E-283,776,"KOG2444@1|root,KOG2444@2759|Eukaryota,38J6R@33154|Opisthokonta,3NZ85@4751|Fungi,3QNTR@4890|Ascomycota,20DWV@147545|Eurotiomycetes,3S30W@5042|Eurotiales",4751|Fungi,S,WD repeat-containing protein jip5,JIP5,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0031974,GO:0031981,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042273,GO:0042274,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:1901360",-,-,-,-,-,-,-,-,-,-,WD40,,,,,
OG0015392,gene_05267.t1,0,3539,"2C519@1|root,2S2X2@2759|Eukaryota,39RNJ@33154|Opisthokonta,3NZ0P@4751|Fungi,3QQ3H@4890|Ascomycota,20B1R@147545|Eurotiomycetes,3S7WU@5042|Eurotiales",4751|Fungi,J,TFIIIC transcription initiation factor complex subunits Tfc3,-,"GO:0000127,GO:0000182,GO:0000976,GO:0000992,GO:0001002,GO:0001003,GO:0001016,GO:0001030,GO:0001031,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005667,GO:0006139,GO:0006351,GO:0006352,GO:0006383,GO:0006384,GO:0006399,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009303,GO:0009304,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0018130,GO:0019438,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0042791,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044798,GO:0046483,GO:0071704,GO:0080084,GO:0090304,GO:0090576,GO:0097159,GO:0097659,GO:0098781,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1990837",-,ko:K15204,-,-,-,-,"ko00000,ko03021",-,-,-,B-block_TFIIIC,,,,,
